index, mean, stdev
1,0.9475849813178104,0.0023046593718273455
2,1.9276611834448134,0.01922179423994983
3,2.9204954749642136,0.06881415285065608
4,3.956737316216095,0.00011863450377592214
5,5.077380781689266,0.0020967583929066566
6,5.982995014680719,0.00378817990097959
7,6.806324646154791,0.023684701606929343
8,7.853562226944917,0.009869426566029453
9,9.179184134641943,0.013278210922913933
10,9.835687463809009,0.0006598026129551841
11,10.938102668110298,0.005137247877167945
12,11.93566082795871,0.054218896523946354
13,12.903220046177502,0.0012123938416736975
14,14.104280664808059,0.004441237854491366
15,15.370890514040568,0.002754196629587275
16,15.69720609043174,0.0016952910401716733
17,16.896072181561273,0.04353975108996754
18,17.920956654306107,0.03153979142756359
19,18.819503792236393,0.00796102955824962
20,19.66308044659244,0.0016311162671566717
21,20.53518628318767,0.07795636531454783
22,21.687172163243947,0.004556325875348597
23,21.805172992551476,0.02878440502415671
