24,6.736068181818182,44,12.066672077175152,43.88
25,9.898730769230768,26,9.760867259536113,29.431
23,1.4221513944223108,251,1.0318047319954367,4.659
22,0.7389917012448133,482,0.25957019200677406,1.268
19,0.2640983358547655,1322,0.10972808923688855,0.518
21,0.3879252437703142,923,0.13409875664977813,0.659
20,0.32132725615314495,1097,0.12348710905615047,0.537
18,0.20544160371876816,1721,0.079603945476888,0.374
17,0.18761704366123091,1901,0.06793577438458885,0.321
4,0.16486317254174399,2156,0.05289568898081408,0.175
12,0.17168240963855422,2075,0.05318407999841662,0.186
15,0.17332868813070637,2081,0.05850924419754782,0.214
6,0.1731041564792176,2045,0.055423141409979414,0.192
2,0.16080757097791798,2219,0.05407452684694802,0.174
10,0.16255085115670012,2291,0.05392992537624142,0.178
14,0.18242436757872998,1937,0.05904850945357418,0.204
8,0.16441402714932127,2210,0.052270407974736685,0.175
16,0.17613001824817517,2192,0.05437890830320007,0.244
