17,2.0101263736263735,182,0.4864111909352715,3.147
10,1.4829952830188682,212,0.06410284319787989,2.014
4,1.5358938775510202,245,0.05957767150625691,2.132
15,1.7742767857142856,224,0.16917611332052698,2.506
8,1.6716418604651164,215,0.0520230460225937,2.19
18,2.4256478873239438,142,0.5081212869127276,3.434
22,9.27621052631579,38,3.364808261980049,13.809
19,2.934378151260504,119,0.9536763627671517,4.546
21,4.9783661971830995,71,0.9683157475877295,7.028
14,1.5848125,224,0.15056990137770848,2.106
16,1.9682499999999998,176,0.21553251969355935,2.571
12,1.4498306451612903,248,0.07167806855996466,2.108
23,7.167203389830509,59,8.322751451373785,24.178
6,1.4556694560669454,239,0.05060540956370174,1.968
24,11.2175,2,0.011499999999999844,11.229
25,24.479875000000003,8,29.561081126362325,63.247
2,1.4363267716535433,254,0.049370122223040304,1.947
20,3.3693942307692306,104,1.3834076824045567,5.23
