25,9.325537037037037,54,13.10645015463896,37.457
24,1.0494418145956605,507,0.29809937395527314,1.688
22,0.719914951989026,729,0.15114364540391814,1.075
23,0.7497132768361582,708,0.20996492441534748,1.397
21,0.4451801418439716,1410,0.07876295455294297,0.683
6,0.38218785310734465,1416,0.003826206012879971,0.394
20,0.3948003300330033,1818,0.029045850857502744,0.538
4,0.38216344086021503,1395,0.004064774412912052,0.395
19,0.3949331955922865,1452,0.02621986030399843,0.551
8,0.3815350180505416,1385,0.004282661848511914,0.394
17,0.38206958942240776,1437,0.005662082618692893,0.4
14,0.382462481962482,1386,0.004857013870564112,0.397
12,0.3855994152046784,1368,0.00529871436548719,0.401
16,0.38753466076696164,1356,0.005324525194112437,0.404
13,0.37742469664525335,1401,0.00362660341324627,0.389
15,0.3815362931642002,1419,0.004331805517681841,0.395
18,0.38787961029923457,1437,0.006152672110558718,0.407
10,0.3813566796368353,1542,0.004503048844657082,0.395
2,0.38037258248009104,1758,0.0036784090451260744,0.39
0,0.37749035262807723,3006,0.0030276624529297076,0.387
