4,1.3935899470899469,378,0.01708657087393503,1.473
22,7.732188405797101,69,2.4939057329985364,10.732
25,10.809771929824562,57,39.37781137254638,177.914
21,5.215322580645161,93,0.5592912788980396,6.581
23,4.692898550724638,138,3.917484739646119,14.313
17,2.1821111111111113,243,0.23246975996978947,2.683
15,1.79889,300,0.10944720751729271,2.14
18,2.520647887323943,213,0.3941454689128757,3.341
16,1.9434444444444445,270,0.18484608879608427,2.51
24,11.557733333333333,45,4.439814467595089,15.637
19,3.082882716049383,162,0.5771588713583851,3.912
8,1.364671834625323,387,0.038572369748353014,1.509
14,1.7483233333333337,300,0.059384667961426614,1.907
12,1.5500747126436782,348,0.05620922679277456,1.659
0,1.4673640000000001,750,0.03320280365671951,1.535
20,3.846326086956523,138,0.6383439530245031,5.164
13,1.5990208333333331,336,0.06005991190763747,1.772
10,1.4752861111111113,360,0.04517661423530356,1.582
2,1.3657302798982187,393,0.027619249181810673,1.428
6,1.447330655957162,747,0.057709879205700323,1.516
