22,3.334012820512821,156,0.8797685446430367,5.036
24,4.835351851851852,108,1.80510527709202,8.903
25,25.471777777777778,9,25.351379238296893,61.668
23,2.8560260416666665,192,1.5524622560994836,6.576
21,2.096473895582329,249,0.4463391028131924,2.893
13,0.6902196078431373,765,0.03525324081671792,0.792
16,0.8054485407066052,651,0.09767214529424675,1.143
0,0.6086004273504272,936,0.010740457891300896,0.636
10,0.6000263459335625,873,0.0209924001423918,0.647
4,0.6080138004246285,942,0.012493600085400831,0.63
2,0.5397582304526749,972,0.012502106166446402,0.574
15,0.7503683473389356,714,0.06700522706992104,0.957
20,1.5193105413105414,351,0.41952967544422826,2.5
19,1.1792407407407408,486,0.3538454558885125,1.82
18,1.035691570881226,522,0.2141505599869939,1.492
17,0.8807596899224805,645,0.15291753744688205,1.334
8,0.6333575757575758,825,0.01366577300041262,0.664
14,0.6527612121212122,825,0.04321200673196617,0.773
12,0.6532873134328357,804,0.023892967974971292,0.712
6,0.642084175084175,891,0.021553178221207062,0.663
